사고지역관리번호,사고연도,사고유형구분,위치코드,사고다발지역시도시군구,사고지역위치명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,위도,경도,사고다발지역폴리곤정보,데이터기준일자
2015046,2014,자전거,30170006,대전광역시 서구6,대전광역시 서구 둔산동(아웃백스테이크하우스(주)둔산점 부근),4,4,0,0,4,0,36.347803,127.376797,"{ type: Polygon, coordinates: [ [ [989145, 1816718], [989144.2389, 1816735.4311], [989141.9616, 1816752.7296], [989138.1852, 1816769.7638], [989132.9385, 1816786.404], [989126.2616, 1816802.5237], [989118.2051, 1816818], [989108.8304, 1816832.7153], [989098.2089, 1816846.5575], [989086.4214, 1816859.4214], [989073.5575, 1816871.2089], [989059.7153, 1816881.8304], [989045, 1816891.2051], [989029.5237, 1816899.2616], [989013.404, 1816905.9385], [988996.7638, 1816911.1852], [988979.7296, 1816914.9616], [988962.4311, 1816917.2389], [988945, 1816918], [988927.5689, 1816917.2389], [988910.2704, 1816914.9616], [988893.2362, 1816911.1852], [988876.596, 1816905.9385], [988860.4763, 1816899.2616], [988845, 1816891.2051], [988830.2847, 1816881.8304], [988816.4425, 1816871.2089], [988803.5786, 1816859.4214], [988791.7911, 1816846.5575], [988781.1696, 1816832.7153], [988771.7949, 1816818], [988763.7384, 1816802.5237], [988757.0615, 1816786.404], [988751.8148, 1816769.7638], [988748.0384, 1816752.7296], [988745.7611, 1816735.4311], [988745, 1816718], [988745.7611, 1816700.5689], [988748.0384, 1816683.2704], [988751.8148, 1816666.2362], [988757.0615, 1816649.596], [988763.7384, 1816633.4763], [988771.7949, 1816618], [988781.1696, 1816603.2847], [988791.7911, 1816589.4425], [988803.5786, 1816576.5786], [988816.4425, 1816564.7911], [988830.2847, 1816554.1696], [988845, 1816544.7949], [988860.4763, 1816536.7384], [988876.596, 1816530.0615], [988893.2362, 1816524.8148], [988910.2704, 1816521.0384], [988927.5689, 1816518.7611], [988945, 1816518], [988962.4311, 1816518.7611], [988979.7296, 1816521.0384], [988996.7638, 1816524.8148], [989013.404, 1816530.0615], [989029.5237, 1816536.7384], [989045, 1816544.7949], [989059.7153, 1816554.1696], [989073.5575, 1816564.7911], [989086.4214, 1816576.5786], [989098.2089, 1816589.4425], [989108.8304, 1816603.2847], [989118.2051, 1816618], [989126.2616, 1816633.4763], [989132.9385, 1816649.596], [989138.1852, 1816666.2362], [989141.9616, 1816683.2704], [989144.2389, 1816700.5689], [989145, 1816718] ] ] }",2025-09-24
2015048,2014,보행노인,30110001,대전광역시 동구1,대전광역시 동구 중동(신세계종합화장품 부근),8,8,0,6,2,0,36.32987,127.432067,"{ type: Polygon, coordinates: [ [ [994102.9586, 1814723.9749], [994102.1975, 1814741.406], [994099.9201, 1814758.7045], [994096.1437, 1814775.7387], [994090.8971, 1814792.3789], [994084.2201, 1814808.4985], [994076.1636, 1814823.9749], [994066.789, 1814838.6901], [994056.1674, 1814852.5324], [994044.3799, 1814865.3962], [994031.5161, 1814877.1837], [994017.6738, 1814887.8053], [994002.9586, 1814897.1799], [993987.4822, 1814905.2364], [993971.3626, 1814911.9134], [993954.7224, 1814917.16], [993937.6882, 1814920.9364], [993920.3897, 1814923.2138], [993902.9586, 1814923.9749], [993885.5274, 1814923.2138], [993868.2289, 1814920.9364], [993851.1947, 1814917.16], [993834.5545, 1814911.9134], [993818.4349, 1814905.2364], [993802.9586, 1814897.1799], [993788.2433, 1814887.8053], [993774.401, 1814877.1837], [993761.5372, 1814865.3962], [993749.7497, 1814852.5324], [993739.1281, 1814838.6901], [993729.7535, 1814823.9749], [993721.697, 1814808.4985], [993715.02, 1814792.3789], [993709.7734, 1814775.7387], [993705.997, 1814758.7045], [993703.7196, 1814741.406], [993702.9586, 1814723.9749], [993703.7196, 1814706.5437], [993705.997, 1814689.2452], [993709.7734, 1814672.211], [993715.02, 1814655.5708], [993721.697, 1814639.4512], [993729.7535, 1814623.9749], [993739.1281, 1814609.2596], [993749.7497, 1814595.4173], [993761.5372, 1814582.5535], [993774.401, 1814570.766], [993788.2433, 1814560.1444], [993802.9586, 1814550.7698], [993818.4349, 1814542.7133], [993834.5545, 1814536.0363], [993851.1947, 1814530.7897], [993868.2289, 1814527.0133], [993885.5274, 1814524.7359], [993902.9586, 1814523.9749], [993920.3897, 1814524.7359], [993937.6882, 1814527.0133], [993954.7224, 1814530.7897], [993971.3626, 1814536.0363], [993987.4822, 1814542.7133], [994002.9586, 1814550.7698], [994017.6738, 1814560.1444], [994031.5161, 1814570.766], [994044.3799, 1814582.5535], [994056.1674, 1814595.4173], [994066.789, 1814609.2596], [994076.1636, 1814623.9749], [994084.2201, 1814639.4512], [994090.8971, 1814655.5708], [994096.1437, 1814672.211], [994099.9201, 1814689.2452], [994102.1975, 1814706.5437], [994102.9586, 1814723.9749] ] ] }",2025-09-24
2015048,2014,보행노인,30110002,대전광역시 동구2,대전광역시 동구 가양동(그린빌라 부근),5,6,0,4,2,0,36.343133,127.450401,"{ type: Polygon, coordinates: [ [ [995749.2, 1816194.1498], [995748.4389, 1816211.581], [995746.1615, 1816228.8795], [995742.3851, 1816245.9136], [995737.1385, 1816262.5539], [995730.4615, 1816278.6735], [995722.405, 1816294.1498], [995713.0304, 1816308.8651], [995702.4089, 1816322.7074], [995690.6213, 1816335.5712], [995677.7575, 1816347.3587], [995663.9153, 1816357.9802], [995649.2, 1816367.3549], [995633.7236, 1816375.4114], [995617.604, 1816382.0884], [995600.9638, 1816387.335], [995583.9296, 1816391.1114], [995566.6311, 1816393.3888], [995549.2, 1816394.1498], [995531.7688, 1816393.3888], [995514.4703, 1816391.1114], [995497.4362, 1816387.335], [995480.7959, 1816382.0884], [995464.6763, 1816375.4114], [995449.2, 1816367.3549], [995434.4847, 1816357.9802], [995420.6424, 1816347.3587], [995407.7786, 1816335.5712], [995395.9911, 1816322.7074], [995385.3696, 1816308.8651], [995375.9949, 1816294.1498], [995367.9384, 1816278.6735], [995361.2614, 1816262.5539], [995356.0148, 1816245.9136], [995352.2384, 1816228.8795], [995349.961, 1816211.581], [995349.2, 1816194.1498], [995349.961, 1816176.7187], [995352.2384, 1816159.4202], [995356.0148, 1816142.386], [995361.2614, 1816125.7458], [995367.9384, 1816109.6262], [995375.9949, 1816094.1498], [995385.3696, 1816079.4345], [995395.9911, 1816065.5923], [995407.7786, 1816052.7285], [995420.6424, 1816040.9409], [995434.4847, 1816030.3194], [995449.2, 1816020.9447], [995464.6763, 1816012.8883], [995480.7959, 1816006.2113], [995497.4362, 1816000.9647], [995514.4703, 1815997.1883], [995531.7688, 1815994.9109], [995549.2, 1815994.1498], [995566.6311, 1815994.9109], [995583.9296, 1815997.1883], [995600.9638, 1816000.9647], [995617.604, 1816006.2113], [995633.7236, 1816012.8883], [995649.2, 1816020.9447], [995663.9153, 1816030.3194], [995677.7575, 1816040.9409], [995690.6213, 1816052.7285], [995702.4089, 1816065.5923], [995713.0304, 1816079.4345], [995722.405, 1816094.1498], [995730.4615, 1816109.6262], [995737.1385, 1816125.7458], [995742.3851, 1816142.386], [995746.1615, 1816159.4202], [995748.4389, 1816176.7187], [995749.2, 1816194.1498] ] ] }",2025-09-24
2015048,2014,보행노인,30110003,대전광역시 동구3,대전광역시 동구 대동(대동오거리 부근),3,3,2,1,0,0,36.329819,127.443195,"{ type: Polygon, coordinates: [ [ [995101.7332, 1814717.6997], [995100.9722, 1814735.1309], [995098.6948, 1814752.4294], [995094.9184, 1814769.4636], [995089.6718, 1814786.1038], [995082.9948, 1814802.2234], [995074.9383, 1814817.6997], [995065.5636, 1814832.415], [995054.9421, 1814846.2573], [995043.1546, 1814859.1211], [995030.2908, 1814870.9086], [995016.4485, 1814881.5302], [995001.7332, 1814890.9048], [994986.2569, 1814898.9613], [994970.1373, 1814905.6383], [994953.497, 1814910.8849], [994936.4629, 1814914.6613], [994919.1644, 1814916.9387], [994901.7332, 1814917.6997], [994884.3021, 1814916.9387], [994867.0036, 1814914.6613], [994849.9694, 1814910.8849], [994833.3292, 1814905.6383], [994817.2096, 1814898.9613], [994801.7332, 1814890.9048], [994787.0179, 1814881.5302], [994773.1757, 1814870.9086], [994760.3119, 1814859.1211], [994748.5243, 1814846.2573], [994737.9028, 1814832.415], [994728.5282, 1814817.6997], [994720.4717, 1814802.2234], [994713.7947, 1814786.1038], [994708.5481, 1814769.4636], [994704.7717, 1814752.4294], [994702.4943, 1814735.1309], [994701.7332, 1814717.6997], [994702.4943, 1814700.2686], [994704.7717, 1814682.9701], [994708.5481, 1814665.9359], [994713.7947, 1814649.2957], [994720.4717, 1814633.1761], [994728.5282, 1814617.6997], [994737.9028, 1814602.9845], [994748.5243, 1814589.1422], [994760.3119, 1814576.2784], [994773.1757, 1814564.4909], [994787.0179, 1814553.8693], [994801.7332, 1814544.4947], [994817.2096, 1814536.4382], [994833.3292, 1814529.7612], [994849.9694, 1814524.5146], [994867.0036, 1814520.7382], [994884.3021, 1814518.4608], [994901.7332, 1814517.6997], [994919.1644, 1814518.4608], [994936.4629, 1814520.7382], [994953.497, 1814524.5146], [994970.1373, 1814529.7612], [994986.2569, 1814536.4382], [995001.7332, 1814544.4947], [995016.4485, 1814553.8693], [995030.2908, 1814564.4909], [995043.1546, 1814576.2784], [995054.9421, 1814589.1422], [995065.5636, 1814602.9845], [995074.9383, 1814617.6997], [995082.9948, 1814633.1761], [995089.6718, 1814649.2957], [995094.9184, 1814665.9359], [995098.6948, 1814682.9701], [995100.9722, 1814700.2686], [995101.7332, 1814717.6997] ] ] }",2025-09-24
2015048,2014,보행노인,30110004,대전광역시 동구4,대전광역시 동구 판암동(판암4차주공아파트 부근),3,3,0,2,0,1,36.321164,127.459203,"{ type: Polygon, coordinates: [ [ [996538, 1813757], [996537.2389, 1813774.4311], [996534.9616, 1813791.7296], [996531.1852, 1813808.7638], [996525.9385, 1813825.404], [996519.2616, 1813841.5237], [996511.2051, 1813857], [996501.8304, 1813871.7153], [996491.2089, 1813885.5575], [996479.4214, 1813898.4214], [996466.5575, 1813910.2089], [996452.7153, 1813920.8304], [996438, 1813930.2051], [996422.5237, 1813938.2616], [996406.404, 1813944.9385], [996389.7638, 1813950.1852], [996372.7296, 1813953.9616], [996355.4311, 1813956.2389], [996338, 1813957], [996320.5689, 1813956.2389], [996303.2704, 1813953.9616], [996286.2362, 1813950.1852], [996269.596, 1813944.9385], [996253.4763, 1813938.2616], [996238, 1813930.2051], [996223.2847, 1813920.8304], [996209.4425, 1813910.2089], [996196.5786, 1813898.4214], [996184.7911, 1813885.5575], [996174.1696, 1813871.7153], [996164.7949, 1813857], [996156.7384, 1813841.5237], [996150.0615, 1813825.404], [996144.8148, 1813808.7638], [996141.0384, 1813791.7296], [996138.7611, 1813774.4311], [996138, 1813757], [996138.7611, 1813739.5689], [996141.0384, 1813722.2704], [996144.8148, 1813705.2362], [996150.0615, 1813688.596], [996156.7384, 1813672.4763], [996164.7949, 1813657], [996174.1696, 1813642.2847], [996184.7911, 1813628.4425], [996196.5786, 1813615.5786], [996209.4425, 1813603.7911], [996223.2847, 1813593.1696], [996238, 1813583.7949], [996253.4763, 1813575.7384], [996269.596, 1813569.0615], [996286.2362, 1813563.8148], [996303.2704, 1813560.0384], [996320.5689, 1813557.7611], [996338, 1813557], [996355.4311, 1813557.7611], [996372.7296, 1813560.0384], [996389.7638, 1813563.8148], [996406.404, 1813569.0615], [996422.5237, 1813575.7384], [996438, 1813583.7949], [996452.7153, 1813593.1696], [996466.5575, 1813603.7911], [996479.4214, 1813615.5786], [996491.2089, 1813628.4425], [996501.8304, 1813642.2847], [996511.2051, 1813657], [996519.2616, 1813672.4763], [996525.9385, 1813688.596], [996531.1852, 1813705.2362], [996534.9616, 1813722.2704], [996537.2389, 1813739.5689], [996538, 1813757] ] ] }",2025-09-24
2015048,2014,보행노인,30140001,대전광역시 중구1,대전광역시 중구 유천동(유천예식장네거리 부근),5,5,1,3,1,0,36.31744,127.393843,"{ type: Polygon, coordinates: [ [ [990670.8496, 1813348.3249], [990670.0886, 1813365.756], [990667.8112, 1813383.0545], [990664.0348, 1813400.0887], [990658.7882, 1813416.7289], [990652.1112, 1813432.8485], [990644.0547, 1813448.3249], [990634.68, 1813463.0402], [990624.0585, 1813476.8824], [990612.271, 1813489.7462], [990599.4072, 1813501.5338], [990585.5649, 1813512.1553], [990570.8496, 1813521.5299], [990555.3733, 1813529.5864], [990539.2537, 1813536.2634], [990522.6134, 1813541.51], [990505.5793, 1813545.2864], [990488.2808, 1813547.5638], [990470.8496, 1813548.3249], [990453.4185, 1813547.5638], [990436.12, 1813545.2864], [990419.0858, 1813541.51], [990402.4456, 1813536.2634], [990386.326, 1813529.5864], [990370.8496, 1813521.5299], [990356.1343, 1813512.1553], [990342.2921, 1813501.5338], [990329.4283, 1813489.7462], [990317.6407, 1813476.8824], [990307.0192, 1813463.0402], [990297.6446, 1813448.3249], [990289.5881, 1813432.8485], [990282.9111, 1813416.7289], [990277.6645, 1813400.0887], [990273.8881, 1813383.0545], [990271.6107, 1813365.756], [990270.8496, 1813348.3249], [990271.6107, 1813330.8937], [990273.8881, 1813313.5952], [990277.6645, 1813296.5611], [990282.9111, 1813279.9208], [990289.5881, 1813263.8012], [990297.6446, 1813248.3249], [990307.0192, 1813233.6096], [990317.6407, 1813219.7673], [990329.4283, 1813206.9035], [990342.2921, 1813195.116], [990356.1343, 1813184.4945], [990370.8496, 1813175.1198], [990386.326, 1813167.0633], [990402.4456, 1813160.3863], [990419.0858, 1813155.1397], [990436.12, 1813151.3633], [990453.4185, 1813149.0859], [990470.8496, 1813148.3249], [990488.2808, 1813149.0859], [990505.5793, 1813151.3633], [990522.6134, 1813155.1397], [990539.2537, 1813160.3863], [990555.3733, 1813167.0633], [990570.8496, 1813175.1198], [990585.5649, 1813184.4945], [990599.4072, 1813195.116], [990612.271, 1813206.9035], [990624.0585, 1813219.7673], [990634.68, 1813233.6096], [990644.0547, 1813248.3249], [990652.1112, 1813263.8012], [990658.7882, 1813279.9208], [990664.0348, 1813296.5611], [990667.8112, 1813313.5952], [990670.0886, 1813330.8937], [990670.8496, 1813348.3249] ] ] }",2025-09-24
2015048,2014,보행노인,30140002,대전광역시 중구2,대전광역시 중구 중촌동(투가리해장국 부근),5,6,0,4,2,0,36.343657,127.411626,"{ type: Polygon, coordinates: [ [ [992269.7584, 1816254.7415], [992268.9973, 1816272.1727], [992266.7199, 1816289.4711], [992262.9435, 1816306.5053], [992257.6969, 1816323.1455], [992251.0199, 1816339.2652], [992242.9634, 1816354.7415], [992233.5888, 1816369.4568], [992222.9672, 1816383.299], [992211.1797, 1816396.1629], [992198.3159, 1816407.9504], [992184.4736, 1816418.5719], [992169.7584, 1816427.9466], [992154.282, 1816436.0031], [992138.1624, 1816442.68], [992121.5222, 1816447.9267], [992104.488, 1816451.7031], [992087.1895, 1816453.9805], [992069.7584, 1816454.7415], [992052.3272, 1816453.9805], [992035.0287, 1816451.7031], [992017.9946, 1816447.9267], [992001.3543, 1816442.68], [991985.2347, 1816436.0031], [991969.7584, 1816427.9466], [991955.0431, 1816418.5719], [991941.2008, 1816407.9504], [991928.337, 1816396.1629], [991916.5495, 1816383.299], [991905.928, 1816369.4568], [991896.5533, 1816354.7415], [991888.4968, 1816339.2652], [991881.8198, 1816323.1455], [991876.5732, 1816306.5053], [991872.7968, 1816289.4711], [991870.5194, 1816272.1727], [991869.7584, 1816254.7415], [991870.5194, 1816237.3104], [991872.7968, 1816220.0119], [991876.5732, 1816202.9777], [991881.8198, 1816186.3375], [991888.4968, 1816170.2179], [991896.5533, 1816154.7415], [991905.928, 1816140.0262], [991916.5495, 1816126.184], [991928.337, 1816113.3202], [991941.2008, 1816101.5326], [991955.0431, 1816090.9111], [991969.7584, 1816081.5364], [991985.2347, 1816073.48], [992001.3543, 1816066.803], [992017.9946, 1816061.5563], [992035.0287, 1816057.78], [992052.3272, 1816055.5026], [992069.7584, 1816054.7415], [992087.1895, 1816055.5026], [992104.488, 1816057.78], [992121.5222, 1816061.5563], [992138.1624, 1816066.803], [992154.282, 1816073.48], [992169.7584, 1816081.5364], [992184.4736, 1816090.9111], [992198.3159, 1816101.5326], [992211.1797, 1816113.3202], [992222.9672, 1816126.184], [992233.5888, 1816140.0262], [992242.9634, 1816154.7415], [992251.0199, 1816170.2179], [992257.6969, 1816186.3375], [992262.9435, 1816202.9777], [992266.7199, 1816220.0119], [992268.9973, 1816237.3104], [992269.7584, 1816254.7415] ] ] }",2025-09-24
2015048,2014,보행노인,30140003,대전광역시 중구3,대전광역시 중구 문화동(서대전네거리 부근),4,4,0,3,1,0,36.322651,127.412395,"{ type: Polygon, coordinates: [ [ [992336.6834, 1813924.65], [992335.9224, 1813942.0811], [992333.645, 1813959.3796], [992329.8686, 1813976.4138], [992324.622, 1813993.054], [992317.945, 1814009.1736], [992309.8885, 1814024.65], [992300.5139, 1814039.3653], [992289.8923, 1814053.2075], [992278.1048, 1814066.0713], [992265.241, 1814077.8589], [992251.3987, 1814088.4804], [992236.6834, 1814097.8551], [992221.2071, 1814105.9115], [992205.0875, 1814112.5885], [992188.4473, 1814117.8351], [992171.4131, 1814121.6115], [992154.1146, 1814123.8889], [992136.6834, 1814124.65], [992119.2523, 1814123.8889], [992101.9538, 1814121.6115], [992084.9196, 1814117.8351], [992068.2794, 1814112.5885], [992052.1598, 1814105.9115], [992036.6834, 1814097.8551], [992021.9682, 1814088.4804], [992008.1259, 1814077.8589], [991995.2621, 1814066.0713], [991983.4746, 1814053.2075], [991972.853, 1814039.3653], [991963.4784, 1814024.65], [991955.4219, 1814009.1736], [991948.7449, 1813993.054], [991943.4983, 1813976.4138], [991939.7219, 1813959.3796], [991937.4445, 1813942.0811], [991936.6834, 1813924.65], [991937.4445, 1813907.2188], [991939.7219, 1813889.9203], [991943.4983, 1813872.8862], [991948.7449, 1813856.2459], [991955.4219, 1813840.1263], [991963.4784, 1813824.65], [991972.853, 1813809.9347], [991983.4746, 1813796.0925], [991995.2621, 1813783.2286], [992008.1259, 1813771.4411], [992021.9682, 1813760.8196], [992036.6834, 1813751.4449], [992052.1598, 1813743.3884], [992068.2794, 1813736.7115], [992084.9196, 1813731.4648], [992101.9538, 1813727.6884], [992119.2523, 1813725.411], [992136.6834, 1813724.65], [992154.1146, 1813725.411], [992171.4131, 1813727.6884], [992188.4473, 1813731.4648], [992205.0875, 1813736.7115], [992221.2071, 1813743.3884], [992236.6834, 1813751.4449], [992251.3987, 1813760.8196], [992265.241, 1813771.4411], [992278.1048, 1813783.2286], [992289.8923, 1813796.0925], [992300.5139, 1813809.9347], [992309.8885, 1813824.65], [992317.945, 1813840.1263], [992324.622, 1813856.2459], [992329.8686, 1813872.8862], [992333.645, 1813889.9203], [992335.9224, 1813907.2188], [992336.6834, 1813924.65] ] ] }",2025-09-24
2015048,2014,보행노인,30140004,대전광역시 중구4,대전광역시 중구 대흥동(맛나치킨 부근),3,3,2,0,1,0,36.320557,127.420366,"{ type: Polygon, coordinates: [ [ [993051.9334, 1813691.8167], [993051.1724, 1813709.2479], [993048.895, 1813726.5464], [993045.1186, 1813743.5806], [993039.8719, 1813760.2208], [993033.195, 1813776.3404], [993025.1385, 1813791.8167], [993015.7638, 1813806.532], [993005.1423, 1813820.3743], [992993.3548, 1813833.2381], [992980.4909, 1813845.0256], [992966.6487, 1813855.6472], [992951.9334, 1813865.0218], [992936.4571, 1813873.0783], [992920.3374, 1813879.7553], [992903.6972, 1813885.0019], [992886.663, 1813888.7783], [992869.3646, 1813891.0557], [992851.9334, 1813891.8167], [992834.5023, 1813891.0557], [992817.2038, 1813888.7783], [992800.1696, 1813885.0019], [992783.5294, 1813879.7553], [992767.4098, 1813873.0783], [992751.9334, 1813865.0218], [992737.2181, 1813855.6472], [992723.3759, 1813845.0256], [992710.5121, 1813833.2381], [992698.7245, 1813820.3743], [992688.103, 1813806.532], [992678.7283, 1813791.8167], [992670.6719, 1813776.3404], [992663.9949, 1813760.2208], [992658.7482, 1813743.5806], [992654.9719, 1813726.5464], [992652.6945, 1813709.2479], [992651.9334, 1813691.8167], [992652.6945, 1813674.3856], [992654.9719, 1813657.0871], [992658.7482, 1813640.0529], [992663.9949, 1813623.4127], [992670.6719, 1813607.2931], [992678.7283, 1813591.8167], [992688.103, 1813577.1015], [992698.7245, 1813563.2592], [992710.5121, 1813550.3954], [992723.3759, 1813538.6079], [992737.2181, 1813527.9863], [992751.9334, 1813518.6117], [992767.4098, 1813510.5552], [992783.5294, 1813503.8782], [992800.1696, 1813498.6316], [992817.2038, 1813494.8552], [992834.5023, 1813492.5778], [992851.9334, 1813491.8167], [992869.3646, 1813492.5778], [992886.663, 1813494.8552], [992903.6972, 1813498.6316], [992920.3374, 1813503.8782], [992936.4571, 1813510.5552], [992951.9334, 1813518.6117], [992966.6487, 1813527.9863], [992980.4909, 1813538.6079], [992993.3548, 1813550.3954], [993005.1423, 1813563.2592], [993015.7638, 1813577.1015], [993025.1385, 1813591.8167], [993033.195, 1813607.2931], [993039.8719, 1813623.4127], [993045.1186, 1813640.0529], [993048.895, 1813657.0871], [993051.1724, 1813674.3856], [993051.9334, 1813691.8167] ] ] }",2025-09-24
2015048,2014,보행노인,30140005,대전광역시 중구5,대전광역시 중구 사정동(유정주택 부근),3,3,0,2,1,0,36.298515,127.384735,"{ type: Polygon, coordinates: [ [ [989850.7584, 1811250.1086], [989849.9973, 1811267.5398], [989847.7199, 1811284.8383], [989843.9435, 1811301.8724], [989838.6969, 1811318.5127], [989832.0199, 1811334.6323], [989823.9634, 1811350.1086], [989814.5888, 1811364.8239], [989803.9672, 1811378.6661], [989792.1797, 1811391.53], [989779.3159, 1811403.3175], [989765.4736, 1811413.939], [989750.7584, 1811423.3137], [989735.282, 1811431.3702], [989719.1624, 1811438.0472], [989702.5222, 1811443.2938], [989685.488, 1811447.0702], [989668.1895, 1811449.3476], [989650.7584, 1811450.1086], [989633.3272, 1811449.3476], [989616.0287, 1811447.0702], [989598.9946, 1811443.2938], [989582.3543, 1811438.0472], [989566.2347, 1811431.3702], [989550.7584, 1811423.3137], [989536.0431, 1811413.939], [989522.2008, 1811403.3175], [989509.337, 1811391.53], [989497.5495, 1811378.6661], [989486.928, 1811364.8239], [989477.5533, 1811350.1086], [989469.4968, 1811334.6323], [989462.8198, 1811318.5127], [989457.5732, 1811301.8724], [989453.7968, 1811284.8383], [989451.5194, 1811267.5398], [989450.7584, 1811250.1086], [989451.5194, 1811232.6775], [989453.7968, 1811215.379], [989457.5732, 1811198.3448], [989462.8198, 1811181.7046], [989469.4968, 1811165.585], [989477.5533, 1811150.1086], [989486.928, 1811135.3933], [989497.5495, 1811121.5511], [989509.337, 1811108.6873], [989522.2008, 1811096.8997], [989536.0431, 1811086.2782], [989550.7584, 1811076.9035], [989566.2347, 1811068.8471], [989582.3543, 1811062.1701], [989598.9946, 1811056.9235], [989616.0287, 1811053.1471], [989633.3272, 1811050.8697], [989650.7584, 1811050.1086], [989668.1895, 1811050.8697], [989685.488, 1811053.1471], [989702.5222, 1811056.9235], [989719.1624, 1811062.1701], [989735.282, 1811068.8471], [989750.7584, 1811076.9035], [989765.4736, 1811086.2782], [989779.3159, 1811096.8997], [989792.1797, 1811108.6873], [989803.9672, 1811121.5511], [989814.5888, 1811135.3933], [989823.9634, 1811150.1086], [989832.0199, 1811165.585], [989838.6969, 1811181.7046], [989843.9435, 1811198.3448], [989847.7199, 1811215.379], [989849.9973, 1811232.6775], [989850.7584, 1811250.1086] ] ] }",2025-09-24
2015048,2014,보행노인,30170001,대전광역시 서구1,대전광역시 서구 내동(안골네거리 부근),3,3,1,0,2,0,36.333104,127.373444,"{ type: Polygon, coordinates: [ [ [988842, 1815088], [988841.2389, 1815105.4311], [988838.9616, 1815122.7296], [988835.1852, 1815139.7638], [988829.9385, 1815156.404], [988823.2616, 1815172.5237], [988815.2051, 1815188], [988805.8304, 1815202.7153], [988795.2089, 1815216.5575], [988783.4214, 1815229.4214], [988770.5575, 1815241.2089], [988756.7153, 1815251.8304], [988742, 1815261.2051], [988726.5237, 1815269.2616], [988710.404, 1815275.9385], [988693.7638, 1815281.1852], [988676.7296, 1815284.9616], [988659.4311, 1815287.2389], [988642, 1815288], [988624.5689, 1815287.2389], [988607.2704, 1815284.9616], [988590.2362, 1815281.1852], [988573.596, 1815275.9385], [988557.4763, 1815269.2616], [988542, 1815261.2051], [988527.2847, 1815251.8304], [988513.4425, 1815241.2089], [988500.5786, 1815229.4214], [988488.7911, 1815216.5575], [988478.1696, 1815202.7153], [988468.7949, 1815188], [988460.7384, 1815172.5237], [988454.0615, 1815156.404], [988448.8148, 1815139.7638], [988445.0384, 1815122.7296], [988442.7611, 1815105.4311], [988442, 1815088], [988442.7611, 1815070.5689], [988445.0384, 1815053.2704], [988448.8148, 1815036.2362], [988454.0615, 1815019.596], [988460.7384, 1815003.4763], [988468.7949, 1814988], [988478.1696, 1814973.2847], [988488.7911, 1814959.4425], [988500.5786, 1814946.5786], [988513.4425, 1814934.7911], [988527.2847, 1814924.1696], [988542, 1814914.7949], [988557.4763, 1814906.7384], [988573.596, 1814900.0615], [988590.2362, 1814894.8148], [988607.2704, 1814891.0384], [988624.5689, 1814888.7611], [988642, 1814888], [988659.4311, 1814888.7611], [988676.7296, 1814891.0384], [988693.7638, 1814894.8148], [988710.404, 1814900.0615], [988726.5237, 1814906.7384], [988742, 1814914.7949], [988756.7153, 1814924.1696], [988770.5575, 1814934.7911], [988783.4214, 1814946.5786], [988795.2089, 1814959.4425], [988805.8304, 1814973.2847], [988815.2051, 1814988], [988823.2616, 1815003.4763], [988829.9385, 1815019.596], [988835.1852, 1815036.2362], [988838.9616, 1815053.2704], [988841.2389, 1815070.5689], [988842, 1815088] ] ] }",2025-09-24
